Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Math-T1,1700,1700,1200,100,1600,1000
painting_2,sold,Math-T1,1700,1700,1300,700,1600,1000
painting_3,sold,Mimic-Llama,6750,6500,950,1000,6750,500
painting_4,sold,Math-T1,2700,2700,1400,2000,2400,2600
painting_5,sold,Mimic-Opus,3750,3500,2400,2500,3250,3750
painting_6,sold,Mimic-Grok,4000,3000,3750,4000,3250,2200
painting_7,sold,Mimic-GPT-5.4,4100,3850,4100,1100,3100,2200
painting_8,sold,Mimic-Grok,3800,3050,2850,3800,2750,3550
painting_9,sold,Mimic-Opus,5050,3550,4800,100,3050,5050
painting_10,sold,Mimic-GPT-5.4,3750,3000,3750,2000,3250,1200
painting_11,sold,Math-T1,3250,3250,1900,2000,3000,900
painting_12,sold,Mimic-Llama,2150,650,1950,2050,2150,950

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,4,650,9350,0.935,12,12,0,3558.333
Mimic-GPT-5.4,2,2150,7850,0.785,12,12,0,3558.333
Mimic-Grok,2,2200,7800,0.78,12,12,0,3558.333
Mimic-Llama,2,1100,8900,0.89,12,12,0,3558.333
Mimic-Opus,2,1200,8800,0.88,12,12,0,3558.333
