Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1300,1300,950,850,700,1200
painting_2,sold,Math-T1,5000,5000,1000,450,4750,1400
painting_3,sold,Mimic-Llama,3750,3250,1000,1300,3750,1700
painting_4,sold,Mimic-Llama,3500,3000,1700,2100,3500,1600
painting_5,sold,Math-T1,3050,3050,2650,2950,800,1550
painting_6,sold,Mimic-GPT-5.4,3150,400,3150,2850,2750,2550
painting_7,sold,Mimic-Grok,3500,650,2300,3500,2400,3250
painting_8,sold,Mimic-Pro,4150,600,3650,1050,2550,4150
painting_9,sold,Mimic-Grok,4500,450,4250,4500,2200,3500
painting_10,sold,Mimic-GPT-5.4,6000,500,6000,600,2700,5750
painting_11,sold,Mimic-Pro,2700,650,850,1900,2600,2700
painting_12,sold,Mimic-Pro,2850,400,650,1850,2750,2850

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,3,650,9350,0.935,12,12,0,3620.833
Mimic-GPT-5.4,2,850,9150,0.915,12,12,0,3620.833
Mimic-Grok,2,2000,8000,0.8,12,12,0,3620.833
Mimic-Llama,2,2750,7250,0.725,12,12,0,3620.833
Mimic-Pro,3,300,9700,0.97,12,12,0,3620.833
