Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T5,1200,1200,900,650,800,1100
painting_2,sold,Mimic-Opus,1900,1800,950,1100,1900,1000
painting_3,sold,Math-T5,1400,1400,1000,350,500,1300
painting_4,sold,Math-T5,1550,1550,1250,100,500,1450
painting_5,sold,Math-T5,1700,1700,1300,750,950,1600
painting_6,sold,Math-T5,2400,2400,2300,2100,1700,2000
painting_7,sold,Mimic-Pro,2300,1700,2200,2100,1200,2300
painting_8,sold,Mimic-Grok,3000,1600,2900,3000,2100,
painting_9,sold,Mimic-GPT-5.4,2700,550,2700,2200,2600,2000
painting_10,sold,Mimic-Grok,5100,150,4600,5100,3350,4100
painting_11,sold,Mimic-GPT-5.4,6500,,6500,150,6250,5500
painting_12,sold,Mimic-Opus,6500,300,600,,6500,6250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,5,1750,8250,0.825,12,12,0,3020.833
Mimic-GPT-5.4,2,800,9200,0.92,12,12,0,3020.833
Mimic-Grok,2,1900,8100,0.81,12,12,0,3020.833
Mimic-Opus,2,1600,8400,0.84,12,12,0,3020.833
Mimic-Pro,1,7700,2300,0.23,12,12,0,3020.833
