Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,1250,800,850,1250,1050,750
painting_2,sold,Mimic-Opus,1500,900,950,1000,1500,1300
painting_3,sold,Mimic-Llama,1600,850,1300,1600,750,1500
painting_4,sold,Mimic-GPT-5.4,1200,750,1200,900,950,1100
painting_5,sold,Math-T2,1000,1000,900,950,800,400
painting_6,sold,Mimic-Pro,1400,1300,1100,300,900,1400
painting_7,sold,Mimic-Pro,1800,1500,1600,1100,1200,1800
painting_8,sold,Mimic-Llama,2400,1600,2300,2400,2000,1500
painting_9,sold,Mimic-GPT-5.4,2550,2350,2550,2150,2250,1850
painting_10,sold,Mimic-Opus,3000,2800,2600,2200,3000,2400
painting_11,sold,Math-T2,4000,4000,3500,2300,2500,3750
painting_12,sold,Math-T2,4750,4750,2400,2500,4500,3500

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,3,250,9750,0.975,12,12,0,2204.167
Mimic-GPT-5.4,2,6250,3750,0.375,12,12,0,2204.167
Mimic-Llama,3,4750,5250,0.525,12,12,0,2204.167
Mimic-Opus,2,5500,4500,0.45,12,12,0,2204.167
Mimic-Pro,2,6800,3200,0.32,12,12,0,2204.167
