Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Pro,1100,800,250,1000,900,1100
painting_2,sold,Mimic-Llama,1200,1000,500,1200,1100,850
painting_3,sold,Mimic-Opus,1900,1000,500,1800,1900,550
painting_4,sold,Math-T3,1250,1250,200,1150,500,1050
painting_5,sold,Mimic-Llama,1000,750,800,1000,900,850
painting_6,sold,Mimic-Llama,1700,1300,1400,1700,1100,1600
painting_7,sold,Math-T3,1750,1750,800,1050,1350,1650
painting_8,sold,Mimic-Llama,2000,1700,1200,2000,1500,1300
painting_9,sold,Mimic-Grok,2900,2600,2900,400,2800,2400
painting_10,sold,Math-T3,3250,3250,1200,1700,2700,3000
painting_11,sold,Mimic-Pro,4500,3750,2500,3500,4250,4500
painting_12,sold,Mimic-Opus,4000,2900,3000,3750,4000,2600

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,3750,6250,0.625,12,12,0,2212.5
Mimic-Grok,1,7100,2900,0.29,12,12,0,2212.5
Mimic-Llama,4,4100,5900,0.59,12,12,0,2212.5
Mimic-Opus,2,4100,5900,0.59,12,12,0,2212.5
Mimic-Pro,2,4400,5600,0.56,12,12,0,2212.5
