Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1200,1200,650,850,950,1100
painting_2,sold,Math-T4,2750,2750,950,2650,1850,2050
painting_3,sold,Mimic-Llama,4750,4500,750,4750,1500,1700
painting_4,sold,Math-T4,3500,3500,2100,3250,2200,1500
painting_5,sold,Math-T4,2400,2400,2200,2000,2300,1900
painting_6,sold,Mimic-Llama,3350,,3100,3350,2400,2500
painting_7,sold,Mimic-Opus,2700,150,2600,1700,2700,2400
painting_8,sold,Mimic-Grok,4500,150,4500,1900,2500,4000
painting_9,sold,Mimic-Pro,4750,150,1700,1600,4500,4750
painting_10,sold,Mimic-Opus,5500,,4500,1600,5500,5000
painting_11,sold,Mimic-Grok,5500,150,5500,1650,1450,5250
painting_12,sold,Mimic-Pro,1900,150,,1600,1800,1900

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,4,150,9850,0.985,12,12,0,3566.667
Mimic-Grok,2,0,10000,1.0,12,12,0,3566.667
Mimic-Llama,2,1900,8100,0.81,12,12,0,3566.667
Mimic-Opus,2,1800,8200,0.82,12,12,0,3566.667
Mimic-Pro,2,3350,6650,0.665,12,12,0,3566.667
