Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,950,550,700,950,650,850
painting_2,sold,Mimic-Grok,1300,900,1300,850,1000,1200
painting_3,sold,Mimic-Llama,1050,950,,1050,750,
painting_4,sold,Mimic-Pro,1500,900,700,1200,1400,1500
painting_5,sold,Mimic-Opus,1400,1300,450,1000,1400,950
painting_6,sold,Mimic-Llama,1600,1400,950,1600,800,1000
painting_7,sold,Mimic-Opus,1800,1700,800,1600,1800,1500
painting_8,sold,Mimic-Llama,2200,2000,750,2200,700,1800
painting_9,sold,Math-T2,1800,1800,1400,1000,1300,1700
painting_10,sold,Mimic-Grok,2800,2500,2800,950,2700,1800
painting_11,sold,Math-T2,3750,3750,,2100,1100,3500
painting_12,sold,Mimic-Pro,6100,3600,900,2800,5850,6100

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,2,4450,5550,0.555,12,12,0,2187.5
Mimic-Grok,2,5900,4100,0.41,12,12,0,2187.5
Mimic-Llama,4,4200,5800,0.58,12,12,0,2187.5
Mimic-Opus,2,6800,3200,0.32,12,12,0,2187.5
Mimic-Pro,2,2400,7600,0.76,12,12,0,2187.5
