Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1300,1300,1200,650,850,950
painting_2,sold,Math-T1,4000,4000,1200,1800,3750,1000
painting_3,sold,Mimic-Llama,4750,4500,1000,1700,4750,1900
painting_4,sold,Math-T1,2300,2300,2200,1500,1400,2000
painting_5,sold,Mimic-Llama,2400,2300,1900,1400,2400,1700
painting_6,sold,Mimic-GPT-5.4,2900,2000,2900,2800,2700,2500
painting_7,sold,Mimic-Grok,2800,2100,2300,2800,2700,2600
painting_8,sold,Mimic-Pro,4000,2200,3750,1700,2600,4000
painting_9,sold,Mimic-GPT-5.4,3500,2000,3500,3250,2800,2500
painting_10,sold,Mimic-Grok,5300,2350,3550,5300,2750,4800
painting_11,sold,Mimic-Pro,3500,2200,3000,1500,2800,3500
painting_12,sold,Mimic-GPT-5.4,3050,2150,3050,1650,2850,2250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,3,2400,7600,0.76,12,12,0,3316.667
Mimic-GPT-5.4,3,550,9450,0.945,12,12,0,3316.667
Mimic-Grok,2,1900,8100,0.81,12,12,0,3316.667
Mimic-Llama,2,2850,7150,0.715,12,12,0,3316.667
Mimic-Pro,2,2500,7500,0.75,12,12,0,3316.667
