Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,1000,750,900,700,1000,550
painting_2,sold,Mimic-Pro,1600,750,1200,1500,1400,1600
painting_3,sold,Mimic-Llama,1400,1100,1200,1000,1400,650
painting_4,sold,Math-T3,1100,1100,950,850,750,1000
painting_5,sold,Mimic-Llama,1500,1300,1400,,1500,750
painting_6,sold,Mimic-GPT-5.4,1700,1600,1700,1200,850,1100
painting_7,sold,Math-T3,2200,2200,1400,2100,850,1500
painting_8,sold,Mimic-Llama,2900,1400,2800,2700,2900,1600
painting_9,sold,Mimic-Grok,2550,2350,2450,2550,950,1850
painting_10,sold,Math-T3,4250,4250,2800,2100,1000,4000
painting_11,sold,Mimic-GPT-5.4,5850,2000,5850,2600,2400,5600
painting_12,sold,Mimic-Pro,3050,2300,2450,750,2950,3050

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,2450,7550,0.755,12,12,0,2425.0
Mimic-GPT-5.4,2,2450,7550,0.755,12,12,0,2425.0
Mimic-Grok,1,7450,2550,0.255,12,12,0,2425.0
Mimic-Llama,4,3200,6800,0.68,12,12,0,2425.0
Mimic-Pro,2,5350,4650,0.465,12,12,0,2425.0
