Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1350,1350,1050,1250,700,650
painting_2,sold,Math-T4,3250,3250,900,3000,700,1200
painting_3,sold,Mimic-Llama,4500,4250,1300,4500,2000,1400
painting_4,sold,Mimic-Llama,4500,4250,1500,4500,2800,1600
painting_5,sold,Math-T4,2800,2800,1900,600,2700,2400
painting_6,sold,Mimic-GPT-5.4,3750,2600,3750,1000,3250,2800
painting_7,sold,Mimic-Opus,3500,2200,3000,850,3500,3250
painting_8,sold,Mimic-GPT-5.4,3750,2500,3750,850,3500,3000
painting_9,sold,Mimic-Pro,2900,2600,2200,1000,2800,2900
painting_10,sold,Mimic-Pro,5300,2150,2250,850,5050,5300
painting_11,sold,Mimic-Opus,2600,2400,2500,850,2600,1400
painting_12,sold,Mimic-Opus,2700,2500,2300,800,2700,1600

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,2600,7400,0.74,12,12,0,3408.333
Mimic-GPT-5.4,2,2500,7500,0.75,12,12,0,3408.333
Mimic-Llama,2,1000,9000,0.9,12,12,0,3408.333
Mimic-Opus,3,1200,8800,0.88,12,12,0,3408.333
Mimic-Pro,2,1800,8200,0.82,12,12,0,3408.333
