Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Mimic-Llama,1100,700,1000,800,1100,950
painting_2,sold,Mimic-Opus,1100,900,950,1000,550,1100
painting_3,sold,Mimic-Llama,1050,850,950,400,1050,800
painting_4,sold,Mimic-GPT-5.4,1200,1100,1200,850,500,900
painting_5,sold,Mimic-Llama,1400,1000,1100,1200,1400,950
painting_6,sold,Math-T2,1300,1300,1200,1000,800,850
painting_7,sold,Mimic-Grok,1900,1300,1500,1900,1100,1800
painting_8,sold,Mimic-Grok,2150,1550,2050,2150,1350,1450
painting_9,sold,Mimic-Opus,2700,2200,2600,1600,1700,2700
painting_10,sold,Mimic-GPT-5.4,3100,2900,3100,,2400,1000
painting_11,sold,Mimic-Llama,4500,4250,3000,1400,4500,2200
painting_12,sold,Math-T2,4350,4350,2900,500,950,4100

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,2,4350,5650,0.565,12,12,0,2154.167
Mimic-GPT-5.4,2,5700,4300,0.43,12,12,0,2154.167
Mimic-Grok,2,5950,4050,0.405,12,12,0,2154.167
Mimic-Llama,4,1950,8050,0.805,12,12,0,2154.167
Mimic-Opus,2,6200,3800,0.38,12,12,0,2154.167
