Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1600,1600,900,1500,1100,1300
painting_2,sold,Math-T1,4000,4000,900,3750,1100,1200
painting_3,sold,Mimic-Llama,4250,3750,1500,4250,1800,1400
painting_4,sold,Math-T1,4250,4250,1600,4000,3500,1500
painting_5,sold,Mimic-Llama,3500,,2700,3500,3250,1800
painting_6,sold,Mimic-Opus,3800,,3550,2050,3800,2650
painting_7,sold,Mimic-GPT-5.4,2800,,2800,2000,2200,2700
painting_8,sold,Mimic-Pro,4750,,4500,,2300,4750
painting_9,sold,Mimic-Pro,5250,,4750,2200,5000,5250
painting_10,sold,Mimic-GPT-5.4,6250,,6250,2100,6000,
painting_11,sold,Mimic-Opus,2350,,900,2250,2350,
painting_12,sold,Mimic-Opus,2450,,950,2250,2450,

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,3,150,9850,0.985,12,12,0,3770.833
Mimic-GPT-5.4,2,950,9050,0.905,12,12,0,3770.833
Mimic-Llama,2,2250,7750,0.775,12,12,0,3770.833
Mimic-Opus,3,1400,8600,0.86,12,12,0,3770.833
Mimic-Pro,2,0,10000,1.0,12,12,0,3770.833
