Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Pro,1150,700,850,1050,900,1150
painting_2,sold,Mimic-Llama,1450,750,900,1450,1350,1050
painting_3,sold,Mimic-Llama,1400,950,1100,1400,1200,700
painting_4,sold,Mimic-Opus,1400,950,1300,800,1400,750
painting_5,sold,Mimic-GPT-5.4,1500,1100,1500,650,1000,1300
painting_6,sold,Mimic-Llama,1500,1400,950,1500,750,1100
painting_7,sold,Math-T2,1600,1600,1500,800,900,1300
painting_8,sold,Mimic-Opus,2500,1700,2100,2400,2500,1800
painting_9,sold,Mimic-GPT-5.4,3250,2000,3250,2300,1000,3000
painting_10,sold,Mimic-Pro,3250,2700,2100,3000,2300,3250
painting_11,sold,Math-T2,3750,3750,3500,3250,2300,3000
painting_12,sold,Mimic-Opus,5250,3750,4500,4250,5250,5000

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,2,4650,5350,0.535,12,12,0,2333.333
Mimic-GPT-5.4,2,5250,4750,0.475,12,12,0,2333.333
Mimic-Llama,3,5650,4350,0.435,12,12,0,2333.333
Mimic-Opus,3,850,9150,0.915,12,12,0,2333.333
Mimic-Pro,2,5600,4400,0.44,12,12,0,2333.333
