Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,1300,800,550,1300,1000,1200
painting_2,sold,Mimic-Opus,1600,950,1000,1100,1600,1500
painting_3,sold,Mimic-Pro,1500,950,1000,1200,450,1500
painting_4,sold,Mimic-Llama,1500,1200,1300,1500,800,750
painting_5,sold,Math-T3,1500,1500,1400,650,1100,950
painting_6,sold,Mimic-Llama,1450,1150,1350,1450,1050,950
painting_7,sold,Mimic-Grok,2400,2200,2400,2100,1700,1600
painting_8,sold,Math-T3,2500,2500,1800,1200,1600,2400
painting_9,sold,Mimic-Llama,2500,1800,1900,2500,2200,2400
painting_10,sold,Math-T3,4150,4150,,1350,3400,3900
painting_11,sold,Mimic-Opus,5350,1800,3850,3100,5350,5100
painting_12,sold,Mimic-Pro,5250,1700,5000,2700,3000,5250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,1850,8150,0.815,12,12,0,2583.333
Mimic-Grok,1,7600,2400,0.24,12,12,0,2583.333
Mimic-Llama,4,3250,6750,0.675,12,12,0,2583.333
Mimic-Opus,2,3050,6950,0.695,12,12,0,2583.333
Mimic-Pro,2,3250,6750,0.675,12,12,0,2583.333
