Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Mimic-Opus,1200,650,1100,950,750,1200
painting_2,sold,Mimic-Llama,1400,1000,1300,900,1400,950
painting_3,sold,Mimic-Llama,1100,1000,950,500,1100,550
painting_4,sold,Math-T3,1400,1400,1300,950,800,1000
painting_5,sold,Mimic-GPT-5.4,1700,1200,1700,1600,750,900
painting_6,sold,Mimic-Llama,1700,1000,1400,,1700,1500
painting_7,sold,Mimic-Grok,2300,2100,1600,2300,400,1100
painting_8,sold,Math-T3,2200,2200,1600,1800,1500,2100
painting_9,sold,Mimic-GPT-5.4,2500,1900,2500,2300,1500,2400
painting_10,sold,Math-T3,3350,3350,1900,2700,1800,3100
painting_11,sold,Mimic-Opus,4300,2450,3050,3550,4050,4300
painting_12,sold,Mimic-Llama,3900,2950,1950,1150,3900,3400

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,3050,6950,0.695,12,12,0,2254.167
Mimic-GPT-5.4,2,5800,4200,0.42,12,12,0,2254.167
Mimic-Grok,1,7700,2300,0.23,12,12,0,2254.167
Mimic-Llama,4,1900,8100,0.81,12,12,0,2254.167
Mimic-Opus,2,4500,5500,0.55,12,12,0,2254.167
