Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1300,1300,900,750,1000,1200
painting_2,sold,Math-T4,4250,4250,1500,4000,1100,1400
painting_3,sold,Mimic-Llama,4750,4250,2000,4750,1500,1900
painting_4,sold,Mimic-Llama,4250,4000,1500,4250,2900,1300
painting_5,sold,Math-T4,3500,3500,2500,1000,3250,2000
painting_6,sold,Mimic-Opus,1700,900,1600,1000,1700,1400
painting_7,sold,Mimic-Grok,4750,900,4750,1000,4500,2800
painting_8,sold,Mimic-Opus,4050,950,1250,800,4050,3550
painting_9,sold,Mimic-Pro,2300,950,2100,800,1700,2300
painting_10,sold,Mimic-Pro,5750,600,5250,800,2800,5750
painting_11,sold,Mimic-Opus,2450,850,2350,950,2450,1850
painting_12,sold,Mimic-Grok,2050,950,2050,750,1750,1950

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,950,9050,0.905,12,12,0,3425.0
Mimic-Grok,2,3200,6800,0.68,12,12,0,3425.0
Mimic-Llama,2,1000,9000,0.9,12,12,0,3425.0
Mimic-Opus,3,1800,8200,0.82,12,12,0,3425.0
Mimic-Pro,2,1950,8050,0.805,12,12,0,3425.0
