Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1300,1300,650,950,1200,850
painting_2,sold,Mimic-Llama,4500,4250,900,4500,1300,400
painting_3,sold,Math-T4,2100,2100,1400,700,2000,1300
painting_4,sold,Math-T4,3800,3800,1150,3550,2350,2050
painting_5,sold,Mimic-Llama,3250,2800,1800,3250,3000,1700
painting_6,sold,Mimic-Opus,3750,2500,3250,1800,3750,3000
painting_7,sold,Mimic-GPT-5.4,3650,2750,3650,2250,1800,3150
painting_8,sold,Mimic-Pro,4750,2800,4500,1700,2700,4750
painting_9,sold,Mimic-Opus,4050,2550,3800,2250,4050,1450
painting_10,sold,Mimic-GPT-5.4,5500,2700,5500,1900,2000,5250
painting_11,sold,Math-T4,2700,2700,850,2200,1900,2600
painting_12,sold,Mimic-Pro,2300,,800,2200,1900,2300

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,4,100,9900,0.99,12,12,0,3470.833
Mimic-GPT-5.4,2,850,9150,0.915,12,12,0,3470.833
Mimic-Llama,2,2250,7750,0.775,12,12,0,3470.833
Mimic-Opus,2,2200,7800,0.78,12,12,0,3470.833
Mimic-Pro,2,2950,7050,0.705,12,12,0,3470.833
