Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1300,1300,1000,700,1200,150
painting_2,sold,Math-T4,2700,2700,1300,300,2600,1200
painting_3,sold,Mimic-Llama,4500,4000,500,300,4500,1500
painting_4,sold,Math-T4,2900,2900,1700,900,2800,1600
painting_5,sold,Mimic-Llama,3000,2900,1700,2600,3000,2100
painting_6,sold,Math-T4,2900,2900,2800,,2500,2300
painting_7,sold,Mimic-GPT-5.4,4500,,4500,4250,2300,2600
painting_8,sold,Mimic-GPT-5.4,2600,,2600,,2500,1300
painting_9,sold,Mimic-Grok,5300,,2750,5300,2450,4800
painting_10,sold,Mimic-Pro,3100,,2900,550,2500,3100
painting_11,sold,Mimic-Pro,3000,,2900,1700,2300,3000
painting_12,sold,Mimic-Grok,4000,,2900,4000,2000,3750

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,4,200,9800,0.98,12,12,0,3316.667
Mimic-GPT-5.4,2,2900,7100,0.71,12,12,0,3316.667
Mimic-Grok,2,700,9300,0.93,12,12,0,3316.667
Mimic-Llama,2,2500,7500,0.75,12,12,0,3316.667
Mimic-Pro,2,3900,6100,0.61,12,12,0,3316.667
