Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1500,1500,850,150,1400,950
painting_2,sold,Math-T4,2000,2000,1800,1300,1900,1600
painting_3,sold,Math-T4,1500,1500,900,1400,950,1200
painting_4,sold,Math-T4,2300,2300,1100,2000,2200,1500
painting_5,sold,Math-T4,2300,2300,1700,2200,1800,2000
painting_6,sold,Mimic-Opus,2050,300,1850,600,2050,1750
painting_7,sold,Mimic-GPT-5.4,2100,250,2100,2000,1400,850
painting_8,sold,Mimic-Pro,2500,250,2200,2300,1500,2500
painting_9,sold,Mimic-Grok,2900,300,2800,2900,2000,1200
painting_10,sold,Mimic-Opus,4500,300,3500,4250,4500,2800
painting_11,sold,Mimic-Pro,6100,350,5600,5850,1900,6100
painting_12,sold,Mimic-GPT-5.4,3700,250,3700,850,3450,

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,5,400,9600,0.96,12,12,0,2787.5
Mimic-GPT-5.4,2,4200,5800,0.58,12,12,0,2787.5
Mimic-Grok,1,7100,2900,0.29,12,12,0,2787.5
Mimic-Opus,2,3450,6550,0.655,12,12,0,2787.5
Mimic-Pro,2,1400,8600,0.86,12,12,0,2787.5
