Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Math-T5,1400,1400,1000,750,1300,800
painting_2,sold,Mimic-Llama,2300,2100,1300,650,2300,1700
painting_3,sold,Math-T5,1500,1500,1400,150,1000,1200
painting_4,sold,Mimic-Llama,2250,1850,1150,950,2250,2050
painting_5,sold,Math-T5,2800,2800,2100,1700,2700,2400
painting_6,sold,Mimic-Llama,4300,3300,2250,2550,4300,4050
painting_7,sold,Mimic-Opus,4500,4250,2900,2300,900,4500
painting_8,sold,Mimic-GPT-5.4,4500,4250,4500,1600,1000,1700
painting_9,sold,Mimic-Grok,4500,4000,2900,4500,1000,2800
painting_10,sold,Mimic-Grok,5000,,4500,5000,850,4000
painting_11,sold,Mimic-GPT-5.4,5500,3250,5500,350,1100,5000
painting_12,sold,Mimic-Opus,1250,,,400,1150,1250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,3,4300,5700,0.57,12,12,0,3316.667
Mimic-GPT-5.4,2,0,10000,1.0,12,12,0,3316.667
Mimic-Grok,2,500,9500,0.95,12,12,0,3316.667
Mimic-Llama,3,1150,8850,0.885,12,12,0,3316.667
Mimic-Opus,2,4250,5750,0.575,12,12,0,3316.667
