Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1500,1500,250,1100,950,1400
painting_2,sold,Math-T4,3900,3900,950,3650,1050,2150
painting_3,sold,Mimic-Llama,4750,4250,900,4750,2500,1800
painting_4,sold,Mimic-Llama,4750,4250,1500,4750,2300,1900
painting_5,sold,Math-T4,2900,2900,2100,150,2800,1900
painting_6,sold,Mimic-Opus,2000,1400,1500,450,2000,1900
painting_7,sold,Mimic-Grok,3000,1500,3000,500,2900,2700
painting_8,sold,Mimic-Opus,4750,1400,550,450,4750,4500
painting_9,sold,Mimic-Pro,1900,1500,1600,400,1800,1900
painting_10,sold,Mimic-Pro,6500,1500,6000,500,1800,6500
painting_11,sold,Mimic-Grok,3250,1700,3250,450,3000,1300
painting_12,sold,Mimic-Grok,3250,1700,3250,500,3000,1300

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,1700,8300,0.83,12,12,0,3537.5
Mimic-Grok,3,500,9500,0.95,12,12,0,3537.5
Mimic-Llama,2,500,9500,0.95,12,12,0,3537.5
Mimic-Opus,2,3250,6750,0.675,12,12,0,3537.5
Mimic-Pro,2,1600,8400,0.84,12,12,0,3537.5
