Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T5,1300,1300,1100,550,1000,1200
painting_2,sold,Mimic-Llama,2000,1900,1400,1100,2000,1600
painting_3,sold,Math-T5,1300,1300,950,800,900,1200
painting_4,sold,Mimic-Llama,2200,2100,1400,500,2200,1800
painting_5,sold,Math-T5,2000,2000,1400,1700,950,1900
painting_6,sold,Mimic-Llama,3750,3250,2100,400,3750,1600
painting_7,sold,Math-T5,3350,3350,3100,2800,800,2300
painting_8,sold,Mimic-GPT-5.4,2500,400,2500,1100,2000,2400
painting_9,sold,Mimic-Grok,4750,1700,4250,4750,1800,3000
painting_10,sold,Mimic-Pro,5250,300,5000,1700,1800,5250
painting_11,sold,Mimic-GPT-5.4,4650,,4650,4150,1550,3900
painting_12,sold,Mimic-Pro,4050,,2850,3800,1600,4050

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,4,2050,7950,0.795,12,12,0,3091.667
Mimic-GPT-5.4,2,2850,7150,0.715,12,12,0,3091.667
Mimic-Grok,1,5250,4750,0.475,12,12,0,3091.667
Mimic-Llama,3,2050,7950,0.795,12,12,0,3091.667
Mimic-Pro,2,700,9300,0.93,12,12,0,3091.667
