Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T5,1000,1000,950,650,850,700
painting_2,sold,Mimic-Llama,1900,1800,850,250,1900,950
painting_3,sold,Math-T5,1450,1450,1250,950,750,1350
painting_4,sold,Mimic-Llama,2200,2100,1000,800,2200,1200
painting_5,sold,Mimic-Llama,2800,2600,1400,1600,2800,1800
painting_6,sold,Math-T5,1750,1750,1650,950,700,1450
painting_7,sold,Math-T5,3250,3250,3000,1300,2500,650
painting_8,sold,Mimic-GPT-5.4,2600,2200,2600,1400,1000,2500
painting_9,sold,Mimic-Grok,4000,2400,3500,4000,1200,3250
painting_10,sold,Mimic-Pro,4100,2400,3850,,2700,4100
painting_11,sold,Mimic-GPT-5.4,5250,,5250,2900,2700,4750
painting_12,sold,Mimic-Grok,2600,2500,1800,2600,500,2400

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,4,2550,7450,0.745,12,12,0,2741.667
Mimic-GPT-5.4,2,2150,7850,0.785,12,12,0,2741.667
Mimic-Grok,2,3400,6600,0.66,12,12,0,2741.667
Mimic-Llama,3,3100,6900,0.69,12,12,0,2741.667
Mimic-Pro,1,5900,4100,0.41,12,12,0,2741.667
