Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1200,1200,1000,850,1100,900
painting_2,sold,Math-T1,3500,3500,950,3250,700,850
painting_3,sold,Mimic-Llama,5250,5000,950,5250,1800,2000
painting_4,sold,Math-T1,4300,4300,1550,4050,2750,1850
painting_5,sold,Mimic-Llama,3750,900,3500,3750,2700,2500
painting_6,sold,Mimic-Opus,2100,700,750,950,2100,2000
painting_7,sold,Mimic-Pro,3600,850,3350,750,1000,3600
painting_8,sold,Mimic-Grok,3500,950,3500,800,3250,2100
painting_9,sold,Mimic-Opus,4750,850,3750,1000,4750,4500
painting_10,sold,Mimic-Grok,6250,950,6250,850,2400,6000
painting_11,sold,Mimic-Pro,3600,1000,100,900,3100,3600
painting_12,sold,Mimic-Opus,2800,850,100,1000,2800,2600

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,3,1000,9000,0.9,12,12,0,3716.667
Mimic-Grok,2,250,9750,0.975,12,12,0,3716.667
Mimic-Llama,2,1000,9000,0.9,12,12,0,3716.667
Mimic-Opus,3,350,9650,0.965,12,12,0,3716.667
Mimic-Pro,2,2800,7200,0.72,12,12,0,3716.667
