Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,1100,650,900,250,1100,1000
painting_2,sold,Mimic-Pro,1200,1000,1100,500,800,1200
painting_3,sold,Mimic-Llama,1500,1100,1200,250,1500,950
painting_4,sold,Math-T3,1300,1300,1200,1000,950,900
painting_5,sold,Mimic-GPT-5.4,2100,950,2100,2000,1900,1200
painting_6,sold,Mimic-Grok,2000,850,1500,2000,1900,1000
painting_7,sold,Mimic-Pro,1900,1600,1800,1500,1400,1900
painting_8,sold,Mimic-Llama,2350,2150,350,1150,2350,1950
painting_9,sold,Math-T3,2900,2900,2800,2000,1200,2400
painting_10,sold,Mimic-Pro,4250,2900,3000,3750,1700,4250
painting_11,sold,Math-T3,5750,5750,5250,5500,3000,1800
painting_12,sold,Mimic-GPT-5.4,5050,,5050,4800,4550,100

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,50,9950,0.995,12,12,0,2616.667
Mimic-GPT-5.4,2,2850,7150,0.715,12,12,0,2616.667
Mimic-Grok,1,8000,2000,0.2,12,12,0,2616.667
Mimic-Llama,3,5050,4950,0.495,12,12,0,2616.667
Mimic-Pro,3,2650,7350,0.735,12,12,0,2616.667
