Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T3,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Mimic-Pro,1300,750,900,,1100,1300
painting_2,sold,Mimic-Llama,1600,850,1100,900,1600,1300
painting_3,sold,Mimic-Llama,1200,950,1000,300,1200,800
painting_4,sold,Mimic-Grok,1600,1500,1000,1600,750,1400
painting_5,sold,Math-T3,1600,1600,1500,700,,750
painting_6,sold,Mimic-GPT-5.4,2100,1400,2100,1100,2000,850
painting_7,sold,Mimic-Llama,2000,1400,1200,1900,2000,1600
painting_8,sold,Math-T3,1900,1900,1800,1100,950,1600
painting_9,sold,Mimic-GPT-5.4,2700,2000,2700,2100,2500,2600
painting_10,sold,Mimic-Pro,4500,3750,2200,4000,1800,4500
painting_11,sold,Mimic-Grok,6750,6250,2800,6750,4000,3750
painting_12,sold,Math-T3,4850,4850,4350,,4600,2100

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T3,3,1650,8350,0.835,12,12,0,2675.0
Mimic-GPT-5.4,2,5200,4800,0.48,12,12,0,2675.0
Mimic-Grok,2,1650,8350,0.835,12,12,0,2675.0
Mimic-Llama,3,5200,4800,0.48,12,12,0,2675.0
Mimic-Pro,2,4200,5800,0.58,12,12,0,2675.0
