Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,2150,2150,800,2050,950,1150
painting_2,sold,Math-T4,1400,1400,1100,750,1300,1000
painting_3,sold,Math-T4,1700,1700,1200,1500,1400,1600
painting_4,sold,Math-T4,2600,2600,1100,2100,2500,1600
painting_5,sold,Math-T4,2000,2000,1700,1000,1400,1900
painting_6,sold,Mimic-Grok,2050,,1650,2050,1750,1950
painting_7,sold,Mimic-GPT-5.4,2400,,2400,400,2200,2000
painting_8,sold,Mimic-Opus,2500,,2300,950,2500,500
painting_9,sold,Mimic-Pro,3550,,3300,1850,1750,3550
painting_10,sold,Mimic-Grok,4500,,4000,4500,3250,2900
painting_11,sold,Mimic-Opus,6000,,5750,2800,6000,4250
painting_12,sold,Mimic-GPT-5.4,6500,,6500,300,1500,6000

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,5,150,9850,0.985,12,12,0,3112.5
Mimic-GPT-5.4,2,1100,8900,0.89,12,12,0,3112.5
Mimic-Grok,2,3450,6550,0.655,12,12,0,3112.5
Mimic-Opus,2,1500,8500,0.85,12,12,0,3112.5
Mimic-Pro,1,6450,3550,0.355,12,12,0,3112.5
