Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Math-T4,1200,1200,950,400,800,1100
painting_2,sold,Math-T4,4000,4000,1400,850,3750,950
painting_3,sold,Mimic-Llama,4250,4000,1100,1300,4250,1900
painting_4,sold,Math-T4,2300,2300,1900,2100,1600,2200
painting_5,sold,Mimic-Llama,3000,2500,2400,2600,3000,2900
painting_6,sold,Mimic-Opus,3550,2300,3300,400,2750,3550
painting_7,sold,Mimic-Grok,4250,2200,4000,4250,2400,2000
painting_8,sold,Mimic-GPT-5.4,3000,2200,3000,1100,2400,2800
painting_9,sold,Mimic-GPT-5.4,4500,2500,4500,4000,2200,4250
painting_10,sold,Mimic-Opus,5750,2500,2400,5500,2700,5750
painting_11,sold,Mimic-Llama,2500,2300,2200,1000,2500,600
painting_12,sold,Mimic-Grok,2600,2300,2500,2600,200,550

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,2500,7500,0.75,12,12,0,3408.333
Mimic-GPT-5.4,2,2500,7500,0.75,12,12,0,3408.333
Mimic-Grok,2,3150,6850,0.685,12,12,0,3408.333
Mimic-Llama,3,250,9750,0.975,12,12,0,3408.333
Mimic-Opus,2,700,9300,0.93,12,12,0,3408.333
