Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1500,1500,1300,1400,1100,100
painting_2,sold,Math-T4,2050,2050,1150,1950,1050,850
painting_3,sold,Mimic-Llama,4500,4000,1800,4500,2100,1300
painting_4,sold,Math-T4,4250,4250,1500,4000,2300,1600
painting_5,sold,Mimic-Opus,2600,2100,1800,2500,2600,2400
painting_6,sold,Mimic-Llama,2700,2200,2600,2700,1700,2400
painting_7,sold,Mimic-GPT-5.4,2800,2000,2800,2400,2100,2700
painting_8,sold,Mimic-Pro,2900,2000,2800,2700,,2900
painting_9,sold,Mimic-Pro,4350,1700,3850,2600,900,4350
painting_10,sold,Mimic-Opus,5750,1700,5500,2600,5750,2500
painting_11,sold,Mimic-GPT-5.4,2900,2200,2900,2800,1300,2500
painting_12,sold,Mimic-GPT-5.4,3150,2100,3150,2500,1100,2750

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,2200,7800,0.78,12,12,0,3287.5
Mimic-GPT-5.4,3,1150,8850,0.885,12,12,0,3287.5
Mimic-Llama,2,2800,7200,0.72,12,12,0,3287.5
Mimic-Opus,2,1650,8350,0.835,12,12,0,3287.5
Mimic-Pro,2,2750,7250,0.725,12,12,0,3287.5
