Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1000,1000,950,550,900,750
painting_2,sold,Math-T4,2100,2100,900,750,2000,1300
painting_3,sold,Math-T4,4050,4050,1250,1450,3800,1750
painting_4,sold,Mimic-Llama,2900,2800,1400,2100,2900,2500
painting_5,sold,Mimic-Llama,4750,2600,1600,4250,4750,2400
painting_6,sold,Mimic-Pro,3000,2700,2400,2600,2300,3000
painting_7,sold,Mimic-GPT-5.4,3350,2700,3350,3100,1900,2500
painting_8,sold,Mimic-Grok,3250,2600,3000,3250,2300,2000
painting_9,sold,Mimic-GPT-5.4,3750,2600,3750,600,2300,3500
painting_10,sold,Mimic-Pro,3350,2700,2800,3100,2200,3350
painting_11,sold,Mimic-Grok,4050,2200,2550,4050,2350,3550
painting_12,sold,Mimic-GPT-5.4,2800,2700,2800,1700,1900,2200

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,2850,7150,0.715,12,12,0,3195.833
Mimic-GPT-5.4,3,100,9900,0.99,12,12,0,3195.833
Mimic-Grok,2,2700,7300,0.73,12,12,0,3195.833
Mimic-Llama,2,2350,7650,0.765,12,12,0,3195.833
Mimic-Pro,2,3650,6350,0.635,12,12,0,3195.833
