Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1500,1500,1100,850,1400,950
painting_2,sold,Math-T4,3050,3050,1150,2950,1050,950
painting_3,sold,Math-T4,3500,3500,1300,3250,2100,1000
painting_4,sold,Mimic-Llama,2300,1900,1300,2300,2200,1600
painting_5,sold,Mimic-Llama,2150,1450,2050,2150,1850,1750
painting_6,sold,Mimic-Llama,2400,1600,1900,2400,2300,2100
painting_7,sold,Mimic-GPT-5.4,2900,1300,2900,1200,2800,2000
painting_8,sold,Mimic-Opus,3500,1500,2800,1400,3500,3250
painting_9,sold,Mimic-Pro,5100,1900,4850,2900,3350,5100
painting_10,sold,Mimic-GPT-5.4,5250,1400,5250,3000,5000,4000
painting_11,sold,Mimic-Opus,4000,1600,1400,2800,4000,3750
painting_12,sold,Mimic-Pro,3000,1700,1500,2800,2300,3000

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,3,1950,8050,0.805,12,12,0,3220.833
Mimic-GPT-5.4,2,1850,8150,0.815,12,12,0,3220.833
Mimic-Llama,3,3150,6850,0.685,12,12,0,3220.833
Mimic-Opus,2,2500,7500,0.75,12,12,0,3220.833
Mimic-Pro,2,1900,8100,0.81,12,12,0,3220.833
