Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1400,1400,800,1300,650,1100
painting_2,sold,Math-T1,3350,3350,1300,3100,1900,1800
painting_3,sold,Mimic-Llama,5250,4750,1700,5250,1300,1800
painting_4,sold,Math-T1,2700,2700,1100,2600,2000,
painting_5,sold,Mimic-Llama,2850,2550,1250,2850,2750,2350
painting_6,sold,Mimic-Opus,2800,2300,2600,1500,2800,2100
painting_7,sold,Mimic-Grok,3100,2500,3100,1900,2400,2900
painting_8,sold,Math-T1,2300,2300,550,1700,2200,350
painting_9,sold,Mimic-Pro,3350,200,2400,1900,3100,3350
painting_10,sold,Mimic-Pro,4750,150,3500,1800,4500,4750
painting_11,sold,Mimic-Grok,6250,150,6250,1800,6000,1300
painting_12,sold,Mimic-Opus,2000,200,550,1900,2000,1700

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,4,250,9750,0.975,12,12,0,3341.667
Mimic-Grok,2,650,9350,0.935,12,12,0,3341.667
Mimic-Llama,2,1900,8100,0.81,12,12,0,3341.667
Mimic-Opus,2,5200,4800,0.48,12,12,0,3341.667
Mimic-Pro,2,1900,8100,0.81,12,12,0,3341.667
