Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus
painting_1,sold,Math-T5,1600,1600,1000,200,1500,650
painting_2,sold,Mimic-Llama,1800,1700,950,500,1800,850
painting_3,sold,Math-T5,1500,1500,1400,950,1000,1200
painting_4,sold,Mimic-Llama,2000,1900,950,1100,2000,1600
painting_5,sold,Math-T5,1850,1850,1250,1350,1450,1750
painting_6,sold,Mimic-Llama,4050,3050,1850,2050,4050,3800
painting_7,sold,Math-T5,3800,3800,2950,1850,1450,3550
painting_8,sold,Mimic-GPT-5.4,4800,,4800,2550,1950,4550
painting_9,sold,Mimic-Opus,6000,300,3500,5750,1900,6000
painting_10,sold,Mimic-Grok,5100,,4600,5100,2100,2200
painting_11,sold,Mimic-GPT-5.4,4750,,4750,4500,1700,4000
painting_12,sold,Mimic-Grok,4150,,450,4150,2050,3900

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,4,1250,8750,0.875,12,12,0,3450.0
Mimic-GPT-5.4,2,450,9550,0.955,12,12,0,3450.0
Mimic-Grok,2,750,9250,0.925,12,12,0,3450.0
Mimic-Llama,3,2150,7850,0.785,12,12,0,3450.0
Mimic-Opus,1,4000,6000,0.6,12,12,0,3450.0
