Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,1100,1000,750,1100,700,800
painting_2,sold,Mimic-Grok,1700,1100,1700,1000,1200,1500
painting_3,sold,Mimic-Llama,1700,1100,550,1700,1500,1300
painting_4,sold,Mimic-Opus,1400,1300,450,900,1400,1200
painting_5,sold,Mimic-Opus,1700,1600,700,850,1700,1400
painting_6,sold,Mimic-Llama,2300,2200,450,2300,400,1600
painting_7,sold,Mimic-GPT-5.4,2300,2300,800,2100,750,1500
painting_8,sold,Mimic-Llama,2700,2200,1400,2700,650,2500
painting_9,sold,Mimic-Pro,2400,2200,1500,2100,950,2400
painting_10,sold,Mimic-GPT-5.4,3300,3300,1350,1050,2450,3050
painting_11,sold,Mimic-Grok,3000,2900,3000,1000,2400,950
painting_12,sold,Mimic-Pro,5250,3000,2300,1900,5000,5250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Mimic-GPT-5.4,2,4400,5600,0.56,12,12,0,2404.167
Mimic-Grok,2,5300,4700,0.47,12,12,0,2404.167
Mimic-Llama,4,2200,7800,0.78,12,12,0,2404.167
Mimic-Opus,2,6900,3100,0.31,12,12,0,2404.167
Mimic-Pro,2,2350,7650,0.765,12,12,0,2404.167
