Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Opus,1500,700,1000,800,1500,1300
painting_2,sold,Mimic-Llama,1400,800,1300,1400,400,900
painting_3,sold,Mimic-Llama,1100,900,850,1100,700,1000
painting_4,sold,Mimic-Grok,1150,850,1150,950,600,1050
painting_5,sold,Mimic-Pro,1900,1200,500,1600,350,1900
painting_6,sold,Mimic-Llama,1800,1500,900,1800,1000,1200
painting_7,sold,Mimic-Llama,1700,1500,1100,1700,1300,1000
painting_8,sold,Math-T2,1850,1850,1750,650,1650,1350
painting_9,sold,Mimic-Pro,2600,1800,2100,450,2500,2600
painting_10,sold,Mimic-Opus,2900,2600,2800,1400,2900,2000
painting_11,sold,Mimic-Grok,4250,4000,4250,2000,2500,3000
painting_12,sold,Math-T2,4750,4750,750,2800,4500,3750

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,2,3400,6600,0.66,12,12,0,2241.667
Mimic-Grok,2,4600,5400,0.54,12,12,0,2241.667
Mimic-Llama,4,4000,6000,0.6,12,12,0,2241.667
Mimic-Opus,2,5600,4400,0.44,12,12,0,2241.667
Mimic-Pro,2,5500,4500,0.45,12,12,0,2241.667
