Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Llama,950,850,450,950,500,800
painting_2,sold,Mimic-Llama,1850,900,600,1850,650,1650
painting_3,sold,Mimic-Pro,1300,850,750,650,1200,1300
painting_4,sold,Mimic-Opus,1300,900,1200,1000,1300,1100
painting_5,sold,Mimic-Grok,1600,1200,1600,1400,850,750
painting_6,sold,Mimic-Llama,1450,1350,1050,1450,1250,950
painting_7,sold,Math-T2,1600,1600,900,1100,1300,1500
painting_8,sold,Mimic-Pro,1900,1500,1700,950,1800,1900
painting_9,sold,Math-T2,2100,2100,150,1800,2000,1900
painting_10,sold,Mimic-Opus,4500,2100,4000,2900,4500,2400
painting_11,sold,Mimic-Grok,5100,2900,5100,4850,1000,2300
painting_12,sold,Math-T2,4600,4600,650,4350,3600,3100

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,3,1700,8300,0.83,12,12,0,2354.167
Mimic-Grok,2,3300,6700,0.67,12,12,0,2354.167
Mimic-Llama,3,5750,4250,0.425,12,12,0,2354.167
Mimic-Opus,2,4200,5800,0.58,12,12,0,2354.167
Mimic-Pro,2,6800,3200,0.32,12,12,0,2354.167
