Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T5,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T5,1600,1600,1300,1500,400,950
painting_2,sold,Mimic-Llama,1900,1800,1500,1900,1000,1100
painting_3,sold,Mimic-Opus,2400,2200,1100,900,2400,1800
painting_4,sold,Math-T5,1600,1600,1300,1000,550,1500
painting_5,sold,Mimic-Llama,2600,2500,1500,2600,650,1800
painting_6,sold,Math-T5,2700,2700,2300,1800,2600,2100
painting_7,sold,Mimic-Llama,4500,3500,4250,4500,1900,3000
painting_8,sold,Mimic-Opus,5600,4100,5350,750,5600,5100
painting_9,sold,Mimic-GPT-5.4,4850,3600,4850,950,750,4600
painting_10,sold,Mimic-Pro,4750,3000,4500,950,1000,4750
painting_11,sold,Mimic-GPT-5.4,4500,,4500,950,2000,4250
painting_12,sold,Mimic-Opus,1000,,600,950,1000,900

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T5,3,4100,5900,0.59,12,12,0,3166.667
Mimic-GPT-5.4,2,650,9350,0.935,12,12,0,3166.667
Mimic-Llama,3,1000,9000,0.9,12,12,0,3166.667
Mimic-Opus,3,1000,9000,0.9,12,12,0,3166.667
Mimic-Pro,1,5250,4750,0.475,12,12,0,3166.667
