Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T1,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Llama,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T1,1000,1000,900,200,950,850
painting_2,sold,Math-T1,2200,2200,1300,2100,1000,1200
painting_3,sold,Mimic-Llama,7250,6750,1000,7250,1200,1400
painting_4,sold,Math-T1,2900,2900,2500,1600,2800,2400
painting_5,sold,Mimic-Opus,3750,3500,2500,2700,3750,2400
painting_6,sold,Math-T1,2900,2900,2500,2600,1500,2800
painting_7,sold,Mimic-GPT-5.4,3000,800,3000,2200,1600,2800
painting_8,sold,Mimic-GPT-5.4,3000,900,3000,2500,1900,2900
painting_9,sold,Mimic-GPT-5.4,3000,1000,3000,2500,2900,300
painting_10,sold,Mimic-Pro,4000,800,900,2400,3750,4000
painting_11,sold,Mimic-Opus,2800,950,1000,2600,2800,300
painting_12,sold,Mimic-Pro,3250,950,700,2500,3000,3250

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T1,4,1000,9000,0.9,12,12,0,3254.167
Mimic-GPT-5.4,3,1000,9000,0.9,12,12,0,3254.167
Mimic-Llama,1,2750,7250,0.725,12,12,0,3254.167
Mimic-Opus,2,3450,6550,0.655,12,12,0,3254.167
Mimic-Pro,2,2750,7250,0.725,12,12,0,3254.167
