Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T4,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Math-T4,1550,1550,1150,1450,1050,1350
painting_2,sold,Math-T4,1700,1700,900,1600,1300,1400
painting_3,sold,Math-T4,1700,1700,1600,950,1500,900
painting_4,sold,Math-T4,2200,2200,1100,2100,1900,1200
painting_5,sold,Math-T4,2100,2100,1700,700,1600,2000
painting_6,sold,Mimic-Opus,2000,700,1900,1400,2000,1300
painting_7,sold,Mimic-GPT-5.4,1800,750,1800,1200,250,1700
painting_8,sold,Mimic-Grok,2500,500,2100,2500,2000,2400
painting_9,sold,Mimic-GPT-5.4,2100,600,2100,1600,,2000
painting_10,sold,Mimic-Grok,2600,750,2500,2600,2400,1500
painting_11,sold,Mimic-Pro,5100,500,4850,1000,4600,5100
painting_12,sold,Mimic-Opus,5250,700,5000,1400,5250,3000

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T4,5,750,9250,0.925,12,12,0,2550.0
Mimic-GPT-5.4,2,6100,3900,0.39,12,12,0,2550.0
Mimic-Grok,2,4900,5100,0.51,12,12,0,2550.0
Mimic-Opus,2,2750,7250,0.725,12,12,0,2550.0
Mimic-Pro,1,4900,5100,0.51,12,12,0,2550.0
