Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Llama,max_bid_Mimic-Pro
painting_1,sold,Mimic-Pro,900,750,850,800,700,900
painting_2,sold,Mimic-Llama,1000,950,850,150,1000,450
painting_3,sold,Mimic-Llama,1100,950,1000,150,1100,650
painting_4,sold,Math-T2,1100,1100,900,150,1000,950
painting_5,sold,Mimic-Pro,1400,850,1300,1000,800,1400
painting_6,sold,Mimic-Grok,1800,1100,1700,1800,1500,700
painting_7,sold,Mimic-Llama,2100,1500,1900,900,2100,550
painting_8,sold,Mimic-GPT-5.4,1800,1700,1800,1200,1600,1400
painting_9,sold,Math-T2,2300,2300,2200,1100,1400,2000
painting_10,sold,Mimic-GPT-5.4,2850,2250,2850,2750,2150,2650
painting_11,sold,Mimic-Grok,3750,3000,2300,3750,2900,3500
painting_12,sold,Math-T2,4750,4750,3750,400,3000,4500

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,3,1850,8150,0.815,12,12,0,2070.833
Mimic-GPT-5.4,2,5350,4650,0.465,12,12,0,2070.833
Mimic-Grok,2,4450,5550,0.555,12,12,0,2070.833
Mimic-Llama,3,5800,4200,0.42,12,12,0,2070.833
Mimic-Pro,2,7700,2300,0.23,12,12,0,2070.833
