Auction Max Bid Per Painting
painting_id,status,winner_id,winning_bid,max_bid_Math-T2,max_bid_Mimic-GPT-5.4,max_bid_Mimic-Grok,max_bid_Mimic-Opus,max_bid_Mimic-Pro
painting_1,sold,Mimic-Pro,1100,650,1000,700,900,1100
painting_2,sold,Math-T2,950,950,700,650,750,900
painting_3,sold,Mimic-GPT-5.4,1000,950,1000,100,850,900
painting_4,sold,Mimic-Opus,1500,1000,1200,1100,1500,1400
painting_5,sold,Mimic-Opus,1400,1000,1300,1100,1400,950
painting_6,sold,Math-T2,1300,1300,1200,850,500,1000
painting_7,sold,Mimic-Grok,2000,1000,1900,2000,1700,950
painting_8,sold,Mimic-GPT-5.4,1700,1600,1700,100,400,1100
painting_9,sold,Mimic-Pro,2100,2000,1600,100,1300,2100
painting_10,sold,Math-T2,2400,2400,1900,400,2000,2300
painting_11,sold,Mimic-Grok,4150,2450,3900,4150,2250,2750
painting_12,sold,Mimic-Opus,5500,5250,4250,450,5500,3000

Auction Summary
bidder,paintings_won,remaining_budget,total_spent,budget_utilization_rate,total_paintings,sold_count,unsold_count,average_winning_bid
Math-T2,3,5350,4650,0.465,12,12,0,2091.667
Mimic-GPT-5.4,2,7300,2700,0.27,12,12,0,2091.667
Mimic-Grok,2,3850,6150,0.615,12,12,0,2091.667
Mimic-Opus,3,1600,8400,0.84,12,12,0,2091.667
Mimic-Pro,2,6800,3200,0.32,12,12,0,2091.667
